trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1121,False,"{'a': 0.01, 'e': 0.3257709102476328}",30,8,-97.03782988629949,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
1122,False,"{'a': 0.01, 'e': 0.3254451393373851}",30,7,-37.3431736221837,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
1123,False,"{'a': 0.01, 'e': 0.32511969419804776}",30,8,31.73282881511388,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.01, 'e': 0.3247945745038497}",20,5,-29.477291102896732,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
1125,False,"{'a': 0.01, 'e': 0.32446977992934584}",25,17,13.961906699410674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.01, 'e': 0.3241453101494165}",20,0,-29.958454499620508,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1127,False,"{'a': 0.01, 'e': 0.3238211648392671}",25,5,-63.891234861651405,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
1128,False,"{'a': 0.01, 'e': 0.32349734367442784}",30,18,15.707800280188515,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.01, 'e': 0.3231738463307534}",25,8,-85.9285868898393,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
1130,False,"{'a': 0.01, 'e': 0.3228506724844226}",25,10,-5.413909557145868,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1131,False,"{'a': 0.01, 'e': 0.32252782181193823}",25,5,-13.829079321667543,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
1132,False,"{'a': 0.01, 'e': 0.32220529399012626}",30,17,-35.1147705234834,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1133,False,"{'a': 0.01, 'e': 0.32188308869613613}",25,12,10.820313578367452,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.01, 'e': 0.32156120560744}",25,10,-2.0232891474184687,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1135,False,"{'a': 0.01, 'e': 0.32123964440183256}",20,0,-0.7157915755552693,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1136,False,"{'a': 0.01, 'e': 0.3209184047574307}",30,0,39.550836522613366,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1137,False,"{'a': 0.01, 'e': 0.3205974863526733}",25,6,-23.14586402186812,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
1138,False,"{'a': 0.01, 'e': 0.32027688886632066}",20,14,10.059648338386534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.01, 'e': 0.31995661197745434}",25,10,10.162009462230678,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.01, 'e': 0.31963665536547686}",20,9,2.6165649262065047,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1141,False,"{'a': 0.01, 'e': 0.31931701871011137}",25,4,-19.431647850277415,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1142,False,"{'a': 0.01, 'e': 0.3189977016914013}",25,19,12.715614347849563,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.01, 'e': 0.3186787039897099}",35,25,17.7317530791259,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.01, 'e': 0.31836002528572016}",20,16,7.0056340810493145,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.01, 'e': 0.3180416652604344}",20,9,19.6990202271729,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.01, 'e': 0.31772362359517403}",20,7,-10.959995618028403,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1147,False,"{'a': 0.01, 'e': 0.3174058999715788}",20,7,11.282897239665598,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1148,False,"{'a': 0.01, 'e': 0.3170884940716073}",25,0,29.406756131565185,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1149,False,"{'a': 0.01, 'e': 0.31677140557753564}",20,0,-18.403683401280674,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1150,False,"{'a': 0.01, 'e': 0.3164546341719581}",25,14,8.880496147501695,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1151,False,"{'a': 0.01, 'e': 0.31613817953778617}",20,9,21.670928525842463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.01, 'e': 0.3158220413582484}",20,0,20.901421414948892,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1153,False,"{'a': 0.01, 'e': 0.3155062193168901}",25,7,-35.61584243579054,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1154,False,"{'a': 0.01, 'e': 0.31519071309757324}",20,0,-43.829895353836655,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1155,False,"{'a': 0.01, 'e': 0.31487552238447564}",20,15,9.768648449744042,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.01, 'e': 0.3145606468620912}",25,8,6.570548096401722,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1157,False,"{'a': 0.01, 'e': 0.3142460862152291}",30,12,-6.155547787768624,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
1158,False,"{'a': 0.01, 'e': 0.3139318401290139}",25,0,7.497864990517648,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1159,False,"{'a': 0.01, 'e': 0.31361790828888486}",20,8,-23.262801739613803,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
1160,False,"{'a': 0.01, 'e': 0.313304290380596}",25,0,-39.170565961181,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1161,False,"{'a': 0.01, 'e': 0.31299098609021536}",30,0,1.605269598720308,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
1162,False,"{'a': 0.01, 'e': 0.31267799510412514}",20,0,-2.543231367361655,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1163,False,"{'a': 0.01, 'e': 0.31236531710902105}",20,11,5.035137382258997,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1164,False,"{'a': 0.01, 'e': 0.312052951791912}",20,7,13.154017428467474,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.01, 'e': 0.3117408988401201}",20,3,-8.387892348662186,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
1166,False,"{'a': 0.01, 'e': 0.31142915794127995}",25,14,-75.27144306183403,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
1167,False,"{'a': 0.01, 'e': 0.3111177287833387}",35,27,11.152710028284751,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.01, 'e': 0.31080661105455537}",35,21,13.409964072241038,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.01, 'e': 0.3104958044435008}",20,8,12.313611948683866,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.01, 'e': 0.3101853086390573}",30,23,7.740340513839948,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.01, 'e': 0.3098751233304182}",25,13,-28.37092124255284,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1172,False,"{'a': 0.01, 'e': 0.3095652482070878}",25,6,-24.906934946785412,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1173,False,"{'a': 0.01, 'e': 0.30925568295888073}",20,7,11.908134361496769,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.01, 'e': 0.30894642727592186}",25,16,4.2398348144767155,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1175,False,"{'a': 0.01, 'e': 0.30863748084864595}",20,5,23.69431613190984,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.01, 'e': 0.30832884336779726}",30,20,7.2921056376702085,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1177,False,"{'a': 0.01, 'e': 0.30802051452442947}",25,16,-46.582535065174724,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
1178,False,"{'a': 0.01, 'e': 0.307712494009905}",20,0,26.88408750177768,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1179,False,"{'a': 0.01, 'e': 0.3074047815158951}",20,11,13.098375932747285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.01, 'e': 0.30709737673437926}",30,0,-145.8756557424922,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
1181,False,"{'a': 0.01, 'e': 0.30679027935764486}",20,0,5.546202473865994,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1182,False,"{'a': 0.01, 'e': 0.3064834890782872}",20,7,20.66731908364372,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.01, 'e': 0.30617700558920896}",20,11,-26.387571293341622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1184,False,"{'a': 0.01, 'e': 0.30587082858361975}",20,12,5.500678708008065,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1185,False,"{'a': 0.01, 'e': 0.3055649577550361}",20,12,-1.6891530892428985,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.01, 'e': 0.3052593927972811}",25,11,2.48536268286596,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1187,False,"{'a': 0.01, 'e': 0.3049541334044838}",25,10,25.817757394565845,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.01, 'e': 0.3046491792710793}",30,0,-0.6090182352915017,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
1189,False,"{'a': 0.01, 'e': 0.30434453009180823}",25,13,-30.272489390132527,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1190,False,"{'a': 0.01, 'e': 0.3040401855617164}",20,5,19.027522141075718,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.01, 'e': 0.3037361453761547}",20,2,15.60155805443074,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1192,False,"{'a': 0.01, 'e': 0.3034324092307785}",25,9,2.474940021819595,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1193,False,"{'a': 0.01, 'e': 0.30312897682154777}",25,0,2.3383331616338507,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1194,False,"{'a': 0.01, 'e': 0.3028258478447262}",30,15,7.379352775068212,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1195,False,"{'a': 0.01, 'e': 0.30252302199688147}",20,0,-65.08481525375588,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1196,False,"{'a': 0.01, 'e': 0.3022204989748846}",30,0,13.180623755676105,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1197,False,"{'a': 0.01, 'e': 0.30191827847590974}",20,3,-75.56177468646499,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
1198,False,"{'a': 0.01, 'e': 0.3016163601974338}",30,21,15.256155794190159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.01, 'e': 0.3013147438372364}",35,10,-33.03227746476886,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",1
1200,False,"{'a': 0.01, 'e': 0.3010134290933991}",25,15,12.502275016609575,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.01, 'e': 0.30071241566430573}",30,15,-1.3029163269907675,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1202,False,"{'a': 0.01, 'e': 0.3004117032486414}",30,12,1.0706307065290783,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1203,False,"{'a': 0.01, 'e': 0.3001112915453928}",25,11,12.35379833913592,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.01, 'e': 0.2998111802538474}",25,5,-69.11621024565436,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
1205,False,"{'a': 0.01, 'e': 0.29951136907359355}",25,2,-11.235725198595773,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
1206,False,"{'a': 0.01, 'e': 0.29921185770451997}",20,3,25.826110536051818,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.01, 'e': 0.29891264584681543}",30,13,28.61339652002395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.01, 'e': 0.2986137332009686}",20,0,-46.52058024374089,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1209,False,"{'a': 0.01, 'e': 0.2983151194677677}",30,20,5.829277687134912,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1210,False,"{'a': 0.01, 'e': 0.2980168043482999}",25,10,-6.649638957603657,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1211,False,"{'a': 0.01, 'e': 0.2977187875439516}",25,0,-32.88621687111707,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
1212,False,"{'a': 0.01, 'e': 0.2974210687564076}",20,12,-9.348703971975091,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1213,False,"{'a': 0.01, 'e': 0.2971236476876512}",20,6,25.659489603618102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.01, 'e': 0.29682652403996357}",20,0,22.35764427144079,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1215,False,"{'a': 0.01, 'e': 0.2965296975159236}",25,0,-32.40396234497522,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1216,False,"{'a': 0.01, 'e': 0.2962331678184077}",35,0,-4.420293028365128,"{0: 29, 1: 4, 2: 2, 3: 0, 4: 0}",0
1217,False,"{'a': 0.01, 'e': 0.2959369346505893}",20,13,13.253256606371234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.01, 'e': 0.2956409977159387}",25,0,33.37600390965444,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1219,False,"{'a': 0.01, 'e': 0.29534535671822276}",20,6,13.572862546204199,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1220,False,"{'a': 0.01, 'e': 0.29505001136150455}",20,15,8.774547222683152,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.01, 'e': 0.294754961350143}",35,19,6.2864714843141085,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1222,False,"{'a': 0.01, 'e': 0.2944602063887929}",25,8,9.784887368894156,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1223,False,"{'a': 0.01, 'e': 0.2941657461824041}",20,0,-37.98163465292228,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1224,False,"{'a': 0.01, 'e': 0.2938715804362217}",25,13,-41.55029826974894,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1225,False,"{'a': 0.01, 'e': 0.2935777088557855}",35,13,-57.12843505153706,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
1226,False,"{'a': 0.01, 'e': 0.2932841311469297}",20,4,18.46911541032612,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.01, 'e': 0.29299084701578276}",30,8,-14.233152296444677,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1228,False,"{'a': 0.01, 'e': 0.292697856168767}",25,0,-16.099089272713734,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
1229,False,"{'a': 0.01, 'e': 0.2924051583125982}",20,0,5.392001430773085,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1230,False,"{'a': 0.01, 'e': 0.2921127531542856}",20,13,17.46226767138337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.01, 'e': 0.2918206404011313}",20,8,-51.001377824557174,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
1232,False,"{'a': 0.01, 'e': 0.2915288197607302}",25,7,10.083150973343514,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1233,False,"{'a': 0.01, 'e': 0.29123729094096945}",20,12,-15.302545759059182,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1234,False,"{'a': 0.01, 'e': 0.29094605365002846}",30,14,8.37832461618604,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1235,False,"{'a': 0.01, 'e': 0.29065510759637847}",20,13,-27.796210815901688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1236,False,"{'a': 0.01, 'e': 0.29036445248878207}",20,0,29.861251821017028,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.01, 'e': 0.2900740880362933}",25,8,-1.1781994952537744,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1238,False,"{'a': 0.01, 'e': 0.289784013948257}",25,15,15.734228401805334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.01, 'e': 0.28949422993430873}",20,0,-39.522815672768154,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
1240,False,"{'a': 0.01, 'e': 0.28920473570437444}",20,0,4.761928335029825,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1241,False,"{'a': 0.01, 'e': 0.28891553096867006}",35,21,23.31198617924252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.01, 'e': 0.2886266154377014}",20,14,11.51095408719907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.01, 'e': 0.2883379888222637}",20,0,16.899698002597614,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1244,False,"{'a': 0.01, 'e': 0.2880496508334414}",20,9,-88.35770633069046,"{0: 6, 1: 0, 2: 2, 3: 2, 4: 1}",1
1245,False,"{'a': 0.01, 'e': 0.28776160118260796}",35,23,19.01163128674871,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.01, 'e': 0.28747383958142536}",20,4,8.528186570418317,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.01, 'e': 0.287186365741844}",30,14,18.181539008148402,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.01, 'e': 0.2868991793761021}",20,10,6.456639976728287,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.01, 'e': 0.286612280196726}",20,14,10.602623527802908,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.01, 'e': 0.2863256679165293}",20,1,9.724660313652045,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'a': 0.01, 'e': 0.28603934224861277}",20,6,-35.12607586357755,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1252,False,"{'a': 0.01, 'e': 0.28575330290636414}",25,11,-17.587257053504736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1253,False,"{'a': 0.01, 'e': 0.28546754960345777}",30,15,-7.619242532499826,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1254,False,"{'a': 0.01, 'e': 0.2851820820538543}",35,15,3.08075385336289,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
1255,False,"{'a': 0.01, 'e': 0.28489689997180045}",20,3,3.135088305163002,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1256,False,"{'a': 0.01, 'e': 0.28461200307182866}",25,7,-29.00042372429731,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1257,False,"{'a': 0.01, 'e': 0.2843273910687568}",20,2,-1.920688498471282,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1258,False,"{'a': 0.01, 'e': 0.28404306367768806}",25,3,-87.69457493659056,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
1259,False,"{'a': 0.01, 'e': 0.28375902061401037}",20,5,24.216872656044664,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.01, 'e': 0.28347526159339637}",30,18,4.625621370495626,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.01, 'e': 0.283191786331803}",20,5,4.868787631153876,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1262,False,"{'a': 0.01, 'e': 0.2829085945454712}",25,15,8.753976411963087,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.01, 'e': 0.2826256859509257}",25,0,-19.600505368224518,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1264,False,"{'a': 0.01, 'e': 0.2823430602649748}",20,13,10.194472864264082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.01, 'e': 0.2820607172047098}",25,8,21.64166909340627,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.01, 'e': 0.2817786564875051}",25,18,14.929390333919883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.01, 'e': 0.28149687783101757}",25,6,8.79471882324342,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1268,False,"{'a': 0.01, 'e': 0.28121538095318654}",35,15,15.003387581699393,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1269,False,"{'a': 0.01, 'e': 0.2809341655722334}",30,16,15.561433880975477,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1270,False,"{'a': 0.01, 'e': 0.28065323140666115}",30,13,-23.24829244240663,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
1271,False,"{'a': 0.01, 'e': 0.28037257817525446}",20,0,2.552931465502045,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1272,False,"{'a': 0.01, 'e': 0.2800922055970792}",25,18,12.755274752120457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.01, 'e': 0.27981211339148215}",20,9,-2.3545313501827843,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1274,False,"{'a': 0.01, 'e': 0.27953230127809064}",25,15,14.32188233875478,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.01, 'e': 0.27925276897681256}",20,10,-38.730297993798004,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1276,False,"{'a': 0.01, 'e': 0.2789735162078358}",20,10,-2.8886958283638333,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1277,False,"{'a': 0.01, 'e': 0.2786945426916279}",20,0,5.157434332030413,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1278,False,"{'a': 0.01, 'e': 0.2784158481489363}",25,0,18.982588897012427,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1279,False,"{'a': 0.01, 'e': 0.27813743230078736}",20,15,9.947562651242446,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.01, 'e': 0.2778592948684866}",20,11,2.783502036308045,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.01, 'e': 0.2775814355736181}",30,20,19.598272771332386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.01, 'e': 0.2773038541380445}",25,12,12.336578041475772,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.01, 'e': 0.27702655028390644}",25,5,9.111230024011794,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.01, 'e': 0.2767495237336225}",25,15,5.110171005068224,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1285,False,"{'a': 0.01, 'e': 0.2764727742098889}",30,2,-4.181250251991853,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 0}",1
1286,False,"{'a': 0.01, 'e': 0.276196301435679}",20,0,-80.61267909730998,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1287,False,"{'a': 0.01, 'e': 0.2759201051342433}",35,2,-49.06853865566273,"{0: 29, 1: 1, 2: 1, 3: 0, 4: 2}",1
1288,False,"{'a': 0.01, 'e': 0.2756441850291091}",20,5,11.846096224851983,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.01, 'e': 0.27536854084407997}",20,0,-10.365312437379073,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1290,False,"{'a': 0.01, 'e': 0.2750931723032359}",25,7,29.580570275544314,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.01, 'e': 0.27481807913093265}",20,8,-59.335458362935675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
1292,False,"{'a': 0.01, 'e': 0.2745432610518017}",30,18,5.296407947398043,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1293,False,"{'a': 0.01, 'e': 0.2742687177907499}",25,0,-37.4653187062747,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1294,False,"{'a': 0.01, 'e': 0.27399444907295917}",25,13,24.52793471118195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.01, 'e': 0.2737204546238862}",20,14,3.198753479282258,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.01, 'e': 0.27344673416926235}",20,0,-21.566588662852197,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1297,False,"{'a': 0.01, 'e': 0.27317328743509306}",20,7,14.964734141503312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.01, 'e': 0.27290011414765797}",25,0,5.739348974773499,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1299,False,"{'a': 0.01, 'e': 0.2726272140335103}",20,7,9.765575085102874,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1300,False,"{'a': 0.01, 'e': 0.2723545868194768}",30,17,16.903281590145124,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.01, 'e': 0.2720822322326573}",25,19,-0.04641937397151219,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1302,False,"{'a': 0.01, 'e': 0.2718101500004247}",25,8,16.526734822979233,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
